Iteration,2 Features Training Error (%),2 Features Testing Error (%),4 Features Training Error (%),4 Features Testing Error (%),6 Features Training Error (%),6 Features Testing Error (%)
409,5.09,11.375559999999998,4.998,11.429,5.37,11.33
410,5.135,11.207,4.992,11.405000000000001,5.2882,11.3208
411,5.125,11.23,4.902,11.463999999999999,5.239999999999999,11.302
412,5.09,11.295559999999998,4.998,11.429,5.31,11.290000000000001
413,5.154999999999999,11.227,5.032,11.445,5.3282,11.3008
414,5.085,11.21,4.922,11.463999999999999,5.22,11.282
415,5.130000000000001,11.355559999999999,5.018,11.449000000000002,5.329999999999999,11.290000000000001
416,5.195,11.207,4.992,11.445,5.2482,11.2808
417,5.1450000000000005,11.25,4.962,11.524,5.239999999999999,11.302
418,5.07,11.395559999999998,4.998,11.429,5.31,11.27
419,5.135,11.247,5.012,11.445,5.308199999999999,11.3008
420,5.0649999999999995,11.25,4.922,11.463999999999999,5.2,11.261999999999999
421,5.11,11.395559999999998,5.018,11.469000000000001,5.31,11.290000000000001
422,5.114999999999999,11.247,4.992,11.465000000000002,5.2282,11.3008
423,5.1049999999999995,11.27,4.902,11.504,5.22,11.302
424,5.05,11.355559999999999,4.998,11.449000000000002,5.25,11.290000000000001
425,5.154999999999999,11.267,5.032,11.465000000000002,5.2882,11.3208
426,5.085,11.25,4.902,11.463999999999999,5.18,11.302
427,5.07,11.415559999999997,4.998,11.449000000000002,5.31,11.33
428,5.135,11.247,4.9719999999999995,11.445,5.2482,11.3208
429,5.125,11.290000000000001,4.902,11.484,5.26,11.322
430,5.07,11.335559999999997,4.998,11.449000000000002,5.31,11.290000000000001
431,5.154999999999999,11.287,5.012,11.465000000000002,5.308199999999999,11.3408
432,5.085,11.19,4.882,11.463999999999999,5.2,11.302
433,5.15,11.375559999999998,5.018,11.449000000000002,5.329999999999999,11.33
434,5.135,11.227,4.992,11.425,5.208200000000001,11.3208
435,5.1450000000000005,11.23,4.922,11.463999999999999,5.239999999999999,11.322
436,5.09,11.355559999999999,4.998,11.409,5.23,11.290000000000001
437,5.195,11.287,5.071999999999999,11.465000000000002,5.2482,11.3208
438,5.125,11.19,4.942,11.463999999999999,5.140000000000001,11.282
439,5.15,11.395559999999998,5.038,11.449000000000002,5.29,11.31
440,5.195,11.247,5.012,11.445,5.2282,11.3008
441,5.165,11.33,4.942,11.484,5.22,11.282
442,5.11,11.435559999999999,5.038,11.449000000000002,5.25,11.27
443,5.195,11.287,5.032,11.465000000000002,5.2682,11.3008
444,5.085,11.290000000000001,4.902,11.463999999999999,5.140000000000001,11.261999999999999
445,5.15,11.435559999999999,5.038,11.449000000000002,5.29,11.27
446,5.195,11.267,4.9719999999999995,11.465000000000002,5.208200000000001,11.2808
447,5.1450000000000005,11.31,4.902,11.504,5.22,11.282
448,5.07,11.415559999999997,4.998,11.449000000000002,5.27,11.290000000000001
449,5.175,11.267,5.012,11.485000000000001,5.2882,11.3008
450,5.125,11.27,4.902,11.504,5.18,11.282
451,5.11,11.415559999999997,5.058,11.469000000000001,5.35,11.31
452,5.175,11.267,5.032,11.485000000000001,5.2882,11.2808
453,5.125,11.31,4.942,11.524,5.28,11.302
454,5.11,11.415559999999997,5.038,11.469000000000001,5.35,11.27
455,5.175,11.307,5.071999999999999,11.505,5.3482,11.3008
456,5.1049999999999995,11.27,4.962,11.524,5.26,11.261999999999999
457,5.11,11.455559999999998,5.058,11.509,5.39,11.290000000000001
458,5.135,11.267,5.052,11.525,5.3282,11.2808
459,5.085,11.290000000000001,5.021999999999999,11.543999999999999,5.3,11.261999999999999
460,5.07,11.435559999999999,5.038,11.509,5.329999999999999,11.27
461,5.195,11.327,5.052,11.525,5.308199999999999,11.3008
462,5.125,11.31,4.962,11.463999999999999,5.239999999999999,11.282
463,5.11,11.475559999999998,5.098,11.469000000000001,5.329999999999999,11.33
464,5.135,11.287,5.032,11.465000000000002,5.308199999999999,11.3208
465,5.1450000000000005,11.33,4.962,11.484,5.28,11.341999999999999
466,5.11,11.475559999999998,5.018,11.429,5.35,11.35
467,5.195,11.327,5.032,11.465000000000002,5.3482,11.3608
468,5.0649999999999995,11.27,4.922,11.443999999999999,5.22,11.341999999999999
469,5.09,11.495559999999998,5.077999999999999,11.449000000000002,5.35,11.35
470,5.135,11.307,5.052,11.425,5.308199999999999,11.3608
471,5.125,11.31,5.021999999999999,11.463999999999999,5.239999999999999,11.362
472,5.09,11.375559999999998,5.077999999999999,11.389000000000001,5.31,11.370000000000001
473,5.154999999999999,11.267,5.111999999999999,11.445,5.2882,11.4008
474,5.085,11.27,4.962,11.443999999999999,5.18,11.382
475,5.11,11.415559999999997,5.077999999999999,11.449000000000002,5.31,11.39
476,5.135,11.247,5.052,11.445,5.2682,11.4008
477,5.1049999999999995,11.31,5.002,11.463999999999999,5.2,11.402
478,5.03,11.455559999999998,5.098,11.369000000000002,5.27,11.41
479,5.175,11.307,5.092,11.405000000000001,5.2682,11.4208
480,5.1049999999999995,11.290000000000001,4.981999999999999,11.424,5.18,11.402
481,5.09,11.475559999999998,5.098,11.409,5.29,11.41
482,5.114999999999999,11.287,5.071999999999999,11.405000000000001,5.2682,11.3808
483,5.1049999999999995,11.31,4.981999999999999,11.484,5.2,11.382
484,5.07,11.435559999999999,5.077999999999999,11.429,5.25,11.370000000000001
485,5.154999999999999,11.307,5.071999999999999,11.485000000000001,5.2882,11.4208
486,5.1049999999999995,11.31,4.981999999999999,11.443999999999999,5.16,11.341999999999999
487,5.11,11.475559999999998,5.098,11.449000000000002,5.31,11.35
488,5.114999999999999,11.327,5.071999999999999,11.425,5.208200000000001,11.3408
489,5.085,11.33,5.002,11.524,5.18,11.362
490,5.07,11.475559999999998,5.098,11.429,5.23,11.35
491,5.135,11.327,5.092,11.465000000000002,5.2482,11.4008
492,5.0649999999999995,11.31,5.002,11.443999999999999,5.12,11.362
493,5.05,11.475559999999998,5.098,11.449000000000002,5.27,11.43
494,5.095,11.307,5.092,11.425,5.2282,11.3808
495,5.045,11.33,5.021999999999999,11.504,5.2,11.362
496,5.03,11.475559999999998,5.077999999999999,11.389000000000001,5.27,11.35
497,5.095,11.327,5.111999999999999,11.485000000000001,5.2482,11.4008
498,5.045,11.31,5.002,11.484,5.18,11.362
499,5.05,11.455559999999998,5.098,11.469000000000001,5.31,11.39
